Matchtech,2.4,2.4,2.3999999999999999
Corepeople Recruitment,0.8658,0.8658,0.86580000000000001
Santander,0.6005,0.6005,0.60050000000000003
Hammond Recruitment,0.9666666666666667,0.9666666666666667,0.96666666666666667
Greywood Associates Limited,1.1166666666666667,1.1166666666666667,1.1166666666666667
24 HR Recruitment Ltd,0.6464,0.6464,0.64639999999999997
Career Legal Professional and Compliance,2.3333333333333335,2.3333333333333335,2.3333333333333335
Nigel Frank International,2.0833,2.0833,2.0832999999999999
Project Resource Limited,1.6666666666666667,1.6666666666666667,1.6666666666666667
Kare Plus Agencies Limited,1.2166666666666666,1.2166666666666666,1.2166666666666666
Sheridan Maine,0.8333333333333334,0.8333333333333334,0.83333333333333337
Prospects4Corporate Travel,1.0,1.0,1.0
University of Sheffield,1.8167,1.8167,1.8167
Michael James,1.3333333333333333,1.3333333333333333,1.3333333333333333
NIC Services Group,0.4032,0.4032,0.4032
Web Recruit Ltd,1.25,1.25,1.25
Nicholas Jon Recruitment,0.7333333333333333,0.7333333333333333,0.73333333333333328
H2 Recruit,0.9166666666666666,0.9166666666666666,0.91666666666666663
London4Jobs,0.49996666666666667,1.9166666666666667,1.8332999999999999
Hilton UK Ireland,0.4333,0.4333,0.43330000000000002
Youth Hostel Association,0.5932666666666667,0.5932666666666667,0.59326666666666672
Experis IT,2.725,2.725,2.7250000000000001
Exchange People,0.544,0.544,0.54400000000000004
Lincolnshire County Council,0.6685333333333333,0.6685333333333333,0.66853333333333331
Lipson Lloyd Jones   London,2.9166666666666665,2.9166666666666665,2.9166666666666665
Michael Rothstein Ltd,1.3333333333333333,1.3333333333333333,1.3333333333333333
UKStaffsearch,0.9166666666666666,2.1666333333333334,1.4233
Rise Technical Recruitment Limited,1.5,1.5,1.5
Stott & May,0.896,0.896,0.89600000000000002
JAM Recruitment Ltd,1.5833333333333333,1.5833333333333333,1.5833333333333333
Exchange Street Executive Search,1.1666666666666667,1.1666666666666667,1.1666666666666667
Macmillan Cancer Support,0.8166666666666667,0.8166666666666667,0.81666666666666665
Morpheus Group,1.0,1.0,1.0
Aston Carter,2.6,2.6,2.6000000000000001
M Tec Recruitment,0.7666666666666667,0.7666666666666667,0.76666666666666672
Infinite Group,0.65,0.65,0.65000000000000002
Fresh Partnership,1.1666666666666667,1.1666666666666667,1.1666666666666667
Hays,0.6,0.6,0.59999999999999998
HS Recruitment,1.664,1.664,1.6639999999999999
Teachers UK,1.088,1.088,1.0880000000000001
BROOK STREET BUREAU   Walsall,1.3333333333333333,1.3333333333333333,1.3333333333333333
Prospect Health,1.4166666666666667,1.4166666666666667,1.4166666666666667
Byron Finance,0.8666666666666667,0.8666666666666667,0.8666666666666667
DR Newitt Associates,0.8833333333333333,0.8833333333333333,0.8833333333333333
Rekroot,1.1666666666666667,1.1666666666666667,1.1666666666666667
JEM Childcare Solutions,0.9666666666666667,0.9666666666666667,0.96666666666666667
Mai Day Recruitment Services,1.014,1.014,1.014
Spring Personnel,0.39613333333333334,0.75,0.57306666666666661
RecruitmentRevolution.com Limited,1.0333333333333334,1.0333333333333334,1.0333333333333334
VSG Security Limited,0.4729333333333333,0.4729333333333333,0.47293333333333332
Jobsite Jobs,2.8333333333333335,2.8333333333333335,2.8333333333333335
John Gibson Associates,0.85,0.85,0.84999999999999998
Interquest Group,1.0833333333333333,1.0833333333333333,1.0833333333333333
B&Q PLC,1.8333333333333333,1.8333333333333333,1.8333333333333333
eRecruit Solutions Ltd,0.864,1.5833333333333333,1.2236666666666667
IT Connections Limited,0.8,0.8,0.80000000000000004
Vivid Resourcing Ltd,2.2398333333333333,2.2398333333333333,2.2398333333333333
aquaseal exeter,0.4016,0.4016,0.40160000000000001
TSG FITTERS,0.704,0.704,0.70399999999999996
BMS Sales Specialists LLP,0.8666666666666667,0.8666666666666667,0.8666666666666667
jjFOX Manufacturing,1.088,1.088,1.0880000000000001
Randstad Care,0.8823666666666666,0.8823666666666666,0.88236666666666663
Ably Resources Ltd,1.2166666666666666,1.2166666666666666,1.2166666666666666
Stellar Digital Limited,1.5,1.5,1.5
Tate Hertfordshire,0.44926666666666665,0.44926666666666665,0.44926666666666665
Portfolio Payroll Limited,0.7,0.7,0.69999999999999996
Advanced Resource Managers Limited,1.25,1.25,1.25
Toolstation Ltd,0.448,0.448,0.44800000000000001
Outcomes UK,0.5196666666666667,0.5196666666666667,0.51966666666666672
i resourcer,0.6666666666666666,0.6666666666666666,0.66666666666666663
360 Resourcing,0.7,0.7,0.69999999999999996
University of Oxford,1.0973,1.0973,1.0972999999999999
Fast Track Services Management,1.28,1.28,1.28
Michael Page Retail,1.05,1.05,1.05
East Ayrshire Council,0.7189333333333333,0.7189333333333333,0.71893333333333331
Cromwell and Clark,1.6666666666666667,1.6666666666666667,1.6666666666666667
Hendron Wood Resource Solutions,1.5,1.5,1.5
Jobco op Ltd,1.5,1.5,1.5
SVC Group,0.75,0.75,0.75
Linked Recruitment,0.5333333333333333,0.5333333333333333,0.53333333333333333
GKR Karate,0.56,0.56,0.56000000000000005
Carillion plc,1.0,1.0,1.0
Pyramid8,1.0,1.0,1.0
24 Seven,1.3333333333333333,1.3333333333333333,1.3333333333333333
CG Consultants Ltd,2.048,2.048,2.048
TBS Recruitment Ltd,0.85,0.85,0.84999999999999998
SpaYse,0.5333333333333333,0.5333333333333333,0.53333333333333333
McGinley Human Resources,0.992,0.992,0.99199999999999999
Huntercombe,0.9113333333333333,0.9113333333333333,0.91133333333333333
Cherryred Recruitment,0.9,1.0833333333333333,0.9916666666666667
IPS Group,0.9166666666666666,0.9166666666666666,0.91666666666666663
Randstad,2.0,2.0,2.0
